City,Date,PM2.5,PM10,NO,NO2,NOx,NH3,CO,SO2,O3,Benzene,Toluene,AQI,AQI_Bucket,Month,DayofWeek,Is_Weekend,Season,PM2.5_to_PM10_Ratio
Ahmedabad,2015-04-10,134.6,95.68,5.9,26.27,28.7,15.85,5.9,34.53,7.0,0.0,0.0,118.0,Moderate,4,4,0,Summer,1.4067725605479455
Ahmedabad,2015-04-11,61.06,95.68,3.52,14.03,17.59,15.85,3.52,8.08,19.54,0.0,0.0,126.0,Moderate,4,5,1,Summer,0.6381688896512449
Ahmedabad,2015-04-12,39.42,95.68,5.28,19.56,24.66,15.85,5.28,17.66,31.3,0.0,0.0,175.0,Moderate,4,6,1,Summer,0.41199832345319476
Ahmedabad,2015-04-13,111.86,95.68,3.89,22.51,25.17,15.85,3.89,15.84,31.23,0.0,0.0,226.0,Poor,4,0,0,Summer,1.1691053389516581
Ahmedabad,2015-04-14,58.37,95.68,5.74,21.71,27.69,15.85,5.74,25.9,43.92,2.15,10.46,244.0,Poor,4,1,0,Summer,0.6100543414501008
Ahmedabad,2015-04-15,95.37,95.68,18.01,26.23,44.34,15.85,18.01,13.59,41.64,1.21,3.28,315.0,Very Poor,4,2,0,Summer,0.9967600230271737
Ahmedabad,2015-04-16,141.3,95.68,30.8,36.88,66.53,15.85,30.8,41.06,37.66,0.66,0.01,678.0,Severe,4,3,0,Summer,1.4767976434281183
Ahmedabad,2015-04-17,106.68,95.68,19.91,46.38,54.77,15.85,19.91,31.56,48.49,1.67,0.0,774.0,Severe,4,4,0,Summer,1.114966543530868
Ahmedabad,2015-04-18,109.48,95.68,4.3,20.27,22.86,15.85,4.3,46.6,31.34,0.05,0.0,285.0,Poor,4,5,1,Summer,1.1442307572718358
Ahmedabad,2015-04-19,126.04,95.68,6.99,20.18,26.78,15.85,6.99,79.56,28.71,0.2,0.0,321.0,Very Poor,4,6,1,Summer,1.3173076785398445
Ahmedabad,2015-04-20,71.22,95.68,16.73,21.32,37.58,15.85,16.73,50.09,28.39,1.38,23.54,358.0,Very Poor,4,0,0,Summer,0.7443561795113275
Ahmedabad,2015-04-21,97.87,95.68,6.3,17.96,23.45,15.85,6.3,13.85,34.16,0.21,4.91,357.0,Very Poor,4,1,0,Summer,1.0228887852958948
Ahmedabad,2015-04-22,63.38,95.68,3.44,13.28,15.44,15.85,3.44,24.79,43.62,0.0,0.0,189.0,Moderate,4,2,0,Summer,0.662416381036618
Ahmedabad,2015-04-23,75.29,95.68,3.35,14.29,17.97,15.85,3.35,76.05,60.71,0.0,0.01,118.0,Moderate,4,3,0,Summer,0.7868938044848056
Ahmedabad,2015-04-24,80.9,95.68,5.7,18.62,24.23,15.85,5.7,65.44,22.8,0.05,0.09,214.0,Poor,4,4,0,Summer,0.8455267470158158
Ahmedabad,2015-04-25,103.29,95.68,4.55,19.82,23.69,15.85,4.55,85.42,22.18,0.06,1.17,253.0,Poor,4,5,1,Summer,1.0795359418944823
Ahmedabad,2015-04-26,107.5,95.68,5.29,15.56,19.73,15.85,5.29,74.37,10.12,0.09,0.16,239.0,Poor,4,6,1,Summer,1.1235367775550085
Ahmedabad,2015-04-27,161.14,95.68,3.11,14.77,16.12,15.85,3.11,118.35,59.73,0.0,2.55,118.0,Moderate,4,0,0,Summer,1.684155500792689
Ahmedabad,2015-04-28,102.58,95.68,3.88,12.74,16.82,15.85,3.88,41.94,26.89,0.02,6.4,118.0,Moderate,4,1,0,Summer,1.0721153734101654
Ahmedabad,2015-04-29,138.42,95.68,5.05,16.7,21.56,15.85,5.05,77.74,27.18,0.01,0.88,300.0,Poor,4,2,0,Summer,1.4466973092945514
Ahmedabad,2015-04-30,129.04,95.68,5.69,14.86,19.66,15.85,5.69,78.27,18.67,0.0,0.0,317.0,Very Poor,4,3,0,Summer,1.3486621932623097
Ahmedabad,2015-05-01,96.65,95.68,4.67,15.9,20.53,15.85,4.67,39.41,11.83,0.01,0.0,240.0,Poor,5,4,0,Summer,1.010137949308759
Ahmedabad,2015-05-02,126.77,95.68,15.69,23.93,39.73,15.85,15.69,93.18,36.71,0.22,0.04,344.0,Very Poor,5,5,1,Summer,1.324937277122311
Ahmedabad,2015-05-03,106.15,95.68,13.12,23.02,35.05,15.85,13.12,65.95,81.6,0.3,0.02,503.0,Severe,5,6,1,Summer,1.1094272459298993
Ahmedabad,2015-05-04,86.31,95.68,2.69,10.5,10.9,15.85,2.69,50.13,90.54,0.47,0.15,308.0,Very Poor,5,0,0,Summer,0.9020693885653283
Ahmedabad,2015-05-05,83.99,95.68,2.73,0.08,2.75,15.85,2.73,34.06,69.57,0.28,0.05,227.0,Poor,5,1,0,Summer,0.877821897179955
Ahmedabad,2015-05-06,65.11,95.68,3.14,4.58,6.75,15.85,3.14,22.27,32.26,0.17,0.04,120.0,Moderate,5,2,0,Summer,0.6804974845265731
Ahmedabad,2015-05-07,51.03,95.68,6.24,20.47,26.2,15.85,6.24,15.5,31.44,0.0,0.0,158.0,Moderate,5,3,0,Summer,0.5333402954291357
Ahmedabad,2015-05-08,38.73,95.68,8.0,19.28,26.61,15.85,8.0,20.13,25.7,0.0,0.0,177.0,Moderate,5,4,0,Summer,0.4047867850670277
Ahmedabad,2015-05-09,61.12,95.68,9.94,17.82,27.18,15.85,9.94,39.69,25.9,0.0,0.0,201.0,Poor,5,5,1,Summer,0.6387959799456941
Ahmedabad,2015-05-10,58.44,95.68,10.68,17.24,27.38,15.85,10.68,54.69,18.89,0.0,0.0,211.0,Poor,5,6,1,Summer,0.6107859467936251
Ahmedabad,2015-05-11,61.49,95.68,11.44,16.69,27.61,15.85,11.44,42.66,18.2,0.01,0.0,221.0,Poor,5,0,0,Summer,0.6426630367614649
Ahmedabad,2015-05-12,65.39,95.68,12.3,16.08,27.86,15.85,12.3,27.96,22.35,0.0,0.0,233.0,Poor,5,1,0,Summer,0.6834239059006698
Ahmedabad,2015-05-13,100.92,95.68,20.42,18.9,37.83,15.85,20.42,31.9,22.84,4.9,19.26,481.0,Severe,5,2,0,Summer,1.0547658752637346
Ahmedabad,2015-05-14,97.48,95.68,5.31,30.02,33.62,15.85,5.31,36.05,16.26,10.6,34.91,352.0,Very Poor,5,3,0,Summer,1.0188126983819743
Ahmedabad,2015-05-15,129.27,95.68,14.28,28.33,41.92,15.85,14.28,70.13,25.4,16.9,44.19,327.0,Very Poor,5,4,0,Summer,1.3510660393910323
Ahmedabad,2015-05-16,129.58,95.68,21.23,28.79,45.4,15.85,21.23,17.66,34.42,20.53,85.73,577.0,Severe,5,5,1,Summer,1.3543060059123537
Ahmedabad,2015-05-17,100.57,95.68,7.56,18.79,24.33,15.85,7.56,38.76,38.83,4.92,17.94,411.0,Severe,5,6,1,Summer,1.0511078485461136
Ahmedabad,2015-05-18,130.34,95.68,7.14,17.43,23.72,15.85,7.14,52.07,29.05,5.05,14.0,212.0,Poor,5,0,0,Summer,1.3622491496420448
Ahmedabad,2015-05-19,53.24,95.68,8.05,15.86,23.34,15.85,8.05,36.23,21.58,5.23,15.0,280.0,Poor,5,1,0,Summer,0.5564381212746852
Ahmedabad,2015-05-20,42.0,95.68,10.44,18.16,21.8,15.85,10.44,17.0,25.5,0.0,0.0,162.0,Moderate,5,2,0,Summer,0.43896320611451495
Ahmedabad,2015-05-21,50.1,95.68,9.46,14.9,22.5,15.85,9.46,30.67,12.91,0.41,1.89,118.0,Moderate,5,3,0,Summer,0.5236203958651714
Ahmedabad,2015-05-22,83.69,95.68,10.89,17.18,27.15,15.85,10.89,41.12,35.61,12.62,20.2,569.0,Severe,5,4,0,Summer,0.8746864457077085
Ahmedabad,2015-05-23,38.88,95.68,2.18,16.28,17.74,15.85,2.18,26.4,12.47,3.0,6.96,128.0,Moderate,5,5,1,Summer,0.40635451080315105
Ahmedabad,2015-05-24,46.89,95.68,2.96,16.17,18.49,15.85,2.96,41.96,10.74,3.41,8.87,129.0,Moderate,5,6,1,Summer,0.4900710651121335
Ahmedabad,2015-05-25,70.96,95.68,4.12,15.47,19.28,15.85,4.12,23.67,16.01,3.72,8.13,152.0,Moderate,5,0,0,Summer,0.7416387882353804
Ahmedabad,2015-05-26,53.66,95.68,4.23,14.43,18.06,15.85,4.23,14.46,45.64,2.39,6.4,176.0,Moderate,5,1,0,Summer,0.5608277533358302
Ahmedabad,2015-05-27,45.49,95.68,4.26,13.73,17.1,15.85,4.26,12.85,71.85,2.5,5.96,167.0,Moderate,5,2,0,Summer,0.47543895824164967
Ahmedabad,2015-05-28,60.86,95.68,5.27,16.61,21.42,15.85,5.27,14.91,41.19,3.03,9.18,106.0,Moderate,5,3,0,Summer,0.6360785886697472
Ahmedabad,2015-05-29,51.93,95.68,13.71,17.87,31.64,15.85,13.71,15.33,12.88,6.32,19.17,231.0,Poor,5,4,0,Summer,0.5427466498458753
Ahmedabad,2015-05-30,77.87,95.68,6.67,17.12,23.0,15.85,6.67,46.82,16.67,4.79,9.78,327.0,Very Poor,5,5,1,Summer,0.8138586871461257
Ahmedabad,2015-05-31,57.59,95.68,5.6,15.47,20.42,15.85,5.6,41.68,25.51,2.64,6.3,174.0,Moderate,5,6,1,Summer,0.60190216762226
Ahmedabad,2015-06-01,77.22,95.68,7.02,15.47,21.13,15.85,7.02,71.97,9.56,3.74,8.45,185.0,Moderate,6,0,0,Monsoon,0.8070652089562582
Ahmedabad,2015-06-02,45.29,95.68,7.25,12.74,19.66,15.85,7.25,18.64,6.32,2.73,6.99,179.0,Moderate,6,1,0,Monsoon,0.47334865726015196
Ahmedabad,2015-06-03,103.78,95.68,6.36,13.9,19.86,15.85,6.36,7.76,15.27,0.82,1.37,211.0,Poor,6,2,0,Monsoon,1.0846571792991515
Ahmedabad,2015-06-04,25.14,95.68,6.01,18.73,24.74,15.85,6.01,38.05,38.52,0.0,0.0,192.0,Moderate,6,3,0,Monsoon,0.2627508333742597
Ahmedabad,2015-06-05,87.03,95.68,8.05,17.88,25.53,15.85,8.05,23.84,48.22,0.0,0.0,310.0,Very Poor,6,4,0,Monsoon,0.9095944720987199
Ahmedabad,2015-06-06,89.6,95.68,6.59,19.84,25.9,15.85,6.59,48.05,44.78,0.0,0.0,223.0,Poor,6,5,1,Monsoon,0.9364548397109652
Ahmedabad,2015-06-07,80.69,95.68,6.86,16.07,22.25,15.85,6.86,39.85,32.65,0.0,0.0,192.0,Moderate,6,6,1,Monsoon,0.8433319309852432
Ahmedabad,2015-06-08,44.75,95.68,7.76,16.53,24.29,15.85,7.76,9.89,8.07,0.0,0.0,191.0,Moderate,6,0,0,Monsoon,0.4677048446101082
